Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Dynamical mean field theory for real materials on a quantum computer,npj Computational Materials,,,,10.1038/s41524-025-01772-6,Johannes SeliskoMaximilian AmslerChristopher WeverYukio KawashimaGeorgy SamsonidzeRukhsan Ul HaqFrancesco TacchinoIvano TavernelliThomas Eckl,2025,https://link.springer.com/article/10.1038/s41524-025-01772-6,Article
Fast gradient-free optimization of excitations in variational quantum eigensolvers,Communications Physics,,,,10.1038/s42005-025-02375-9,Jonas JägerThierry N. KaldenbachMax HaasErik Schultheis,2025,https://link.springer.com/article/10.1038/s42005-025-02375-9,Article
Study on quantum thermalization from thermal initial states in a superconducting quantum computer,Scientific Reports,,,,10.1038/s41598-025-19553-y,Marc Espinosa EdoLian-Ao Wu,2025,https://link.springer.com/article/10.1038/s41598-025-19553-y,Article
Stacking the odds: full-stack quantum system design space exploration,EPJ Quantum Technology,,,,10.1140/epjqt/s40507-025-00413-7,Hila SafiMedina BandicChristoph NiedermeierCarmen G. AlmudeverSebastian FeldWolfgang Mauerer,2025,https://link.springer.com/article/10.1140/epjqt/s40507-025-00413-7,Article
A Review of Quantum Scientific Computing Algorithms Relevant to Computational Mechanics,Archives of Computational Methods in Engineering,,,,10.1007/s11831-025-10321-9,Osama Muhammad RaisuddinSuvranu De,2025,https://link.springer.com/article/10.1007/s11831-025-10321-9,Article
A Methodology for Efficient Tile Size Selection for Affine Loop Kernels,International Journal of Parallel Programming,,,,10.1007/s10766-022-00734-5,Vasilios KelefourasKarim DjemameGeorgios KeramidasNikolaos Voros,2022,https://link.springer.com/article/10.1007/s10766-022-00734-5,Article
Evolution of Entanglement Witness of Dicke State under Noise and Error Mitigation,International Journal of Theoretical Physics,,,,10.1007/s10773-025-06107-1,Tomis PrajapatiHarsh MehtaShreya BanerjeePrasanta K. PanigrahiV. Narayanan,2025,https://link.springer.com/article/10.1007/s10773-025-06107-1,Article
Reducing CNOT count in quantum Fourier transform for the linear nearest-neighbor architecture,Scientific Reports,,,,10.1038/s41598-023-35625-3,Byeongyong ParkDoyeol Ahn,2023,https://link.springer.com/article/10.1038/s41598-023-35625-3,Article
ExQUAL: an explainable quantum machine learning classifier,Applied Intelligence,,,,10.1007/s10489-025-06732-7,Karuna KadianSunita GarhwalAjay Kumar,2025,https://link.springer.com/article/10.1007/s10489-025-06732-7,Article
A practical applicable quantum–classical hybrid ant colony algorithm for the NISQ era,Quantum Information Processing,,,,10.1007/s11128-025-04895-3,Mohan WuQian QiuLiang ZhangYin XuQichun SunXiaogang LiDa-Chuang LiHua Xu,2025,https://link.springer.com/article/10.1007/s11128-025-04895-3,Article
Digitized counterdiabatic quantum optimization for bin packing problem,EPJ Quantum Technology,,,,10.1140/epjqt/s40507-025-00402-w,Ruoqian XuSebastián V. RomeroJialiang TangYue BanXi Chen,2025,https://link.springer.com/article/10.1140/epjqt/s40507-025-00402-w,Article
Quantum enhanced stratification of breast cancer: exploring quantum expressivity for real omics data,Quantum Machine Intelligence,,,,10.1007/s42484-025-00289-x,Valeria RepettoElia Giuseppe CeroniGiuseppe BuonaiutoRomina D’Aurizio,2025,https://link.springer.com/article/10.1007/s42484-025-00289-x,Article
Multi-controlled single-qubit unitary gates based on the quantum Fourier transform and deep decomposition,The Journal of Supercomputing,,,,10.1007/s11227-025-07684-y,Vladimir V. Arsoski,2025,https://link.springer.com/article/10.1007/s11227-025-07684-y,Article
Minimal state-preparation times for silicon spin qubits,npj Quantum Information,,,,10.1038/s41534-025-01027-8,Christopher K. LongNicholas J. MayhallSophia E. EconomouEdwin BarnesCrispin H. W. BarnesFrederico MartinsDavid R. M. Arvidsson-ShukurNormann Mertig,2025,https://link.springer.com/article/10.1038/s41534-025-01027-8,Article
Qubit mapping: the adaptive divide-and-conquer approach,Quantum Information Processing,,,,10.1007/s11128-025-04815-5,Yunqi HuangXiangzhen ZhouFanxu MengSanjiang Li,2025,https://link.springer.com/article/10.1007/s11128-025-04815-5,Article
SAVI Space—combinatorial encoding of the billion-size synthetically accessible virtual inventory,Scientific Data,,,,10.1038/s41597-025-05384-z,Malte KornPhilip JudsonRaphael KleinChristian LemmenMarc C. NicklausMatthias Rarey,2025,https://link.springer.com/article/10.1038/s41597-025-05384-z,Article
Recovery&#xa0;of gas waste&#xa0;from the petroleum industry: a review,Environmental Chemistry Letters,,,,10.1007/s10311-021-01345-1,Ftwi Y. HagosAbd Rashid Abd AzizEzrann Zharif ZainalM. MofijurShams Forruque Ahmed,2021,https://link.springer.com/article/10.1007/s10311-021-01345-1,Article
heimdallr: Improving Compile Time Correctness Checking for Message Passing with Rust,High Performance Computing,,,,10.1007/978-3-030-90539-2_13,Michael BleselMichael KuhnJannek Squar,2021,https://link.springer.com/chapter/10.1007/978-3-030-90539-2_13,Conference paper
Efficient quantum circuit compilation for near-term quantum advantage,EPJ Quantum Technology,,,,10.1140/epjqt/s40507-025-00368-9,Yuchen GuoShuo Yang,2025,https://link.springer.com/article/10.1140/epjqt/s40507-025-00368-9,Article
"On the Interactions of Molybdenum and Graphite, a Promising Material System for Microreactors",JOM,,,,10.1007/s11837-021-04876-8,E. KardoulakiT. J. NizolekE. P. LutherM. Swartz,2021,https://link.springer.com/article/10.1007/s11837-021-04876-8,Article
Transition technologies towards 6G networks,EURASIP Journal on Wireless Communications and Networking,,,,10.1186/s13638-021-01973-9,Thiago R. RaddoSimon RommelBruno CimoliChris VagionasDiego Perez-GalachoEvangelos PikasisEvangelos GrivasKonstantinos NtontinMichael KatsikisDimitrios KritharidisEugenio RuggeriIzabela SpaleniakMykhaylo DubovDimitrios KlonidisGeorge KalfasSalvador SalesNikos PlerosIdelfonso Tafur Monroy,2021,https://link.springer.com/article/10.1186/s13638-021-01973-9,Article
INSPIRE: The Entry Point to Europe’s Big Geospatial Data Infrastructure,Handbook of Big Geospatial Data,,,,10.1007/978-3-030-55462-0_24,Marco MinghiniVlado CetlAlexander KotsevRobert TomasMichael Lutz,2021,https://link.springer.com/chapter/10.1007/978-3-030-55462-0_24,Chapter
Effect of Combined Supplementary Cementitious Materials on the Fresh and Mechanical Properties of Eco-Efficient Self-Compacting Concrete,Arabian Journal for Science and Engineering,,,,10.1007/s13369-021-05656-x,Sufian KamaruddinWan Inn GohNur Anis Najwa Abdul MutalibAshfaque Ahmed JhatialNoridah MohamadAmirul Faiz Rahman,2021,https://link.springer.com/article/10.1007/s13369-021-05656-x,Article
sBotics - Gamified Framework for Educational Robotics,Journal of Intelligent & Robotic Systems,,,,10.1007/s10846-021-01364-8,Lucas Moura do NascimentoDavi Souto NeriThiago do Nascimento FerreiraFrancinaldo de Almeida PereiraErika Akemi Yanaguibashi AlbuquerqueLuiz Marcos Garcia GonçalvesSarah Thomaz de Lima Sá,2021,https://link.springer.com/article/10.1007/s10846-021-01364-8,Article
A coherent approach to quantum-classical optimization,Communications Physics,,,,10.1038/s42005-025-02111-3,Andrés N. CálizJordi RiuJosep BoschPau TorrenteJose MirallesArnau Riera,2025,https://link.springer.com/article/10.1038/s42005-025-02111-3,Article
Science objectives of the Einstein Probe mission,"Science China Physics, Mechanics & Astronomy",,,,10.1007/s11433-024-2600-3,Weimin YuanLixin DaiHua FengChichuan JinPeter JonkerErik KuulkersYuan LiuKirpal NandraPaul O’BrienLuigi PiroArne RauNanda ReaJeremy SandersLian TaoJunfeng WangXuefeng WuBing ZhangShuangnan ZhangShunke AiJohannes BuchnerEsra BulbulHechao ChenMinghua ChenYong ChenYu-Peng ChenAlexis ColeiroFrancesco Coti ZelatiZigao DaiXilong FanZhou FanSusanne FriedrichHe GaoChong GeMingyu GeJinjun GengGiancarlo GhirlandaGiulia GianfagnaLijun GouSébastien GuillotXian HouJingwei HuYongfeng HuangLong JiShumei JiaS. KomossaAlbert K. H. KongLin LanAn LiAng LiChengkui LiDongyue LiJian LiZhaosheng LiZhixing LingAng LiuJinzhong LiuLiangduan LiuZhu LiuJiawei LuoRuican MaPierre MaggiChandreyee MaitraAlessio MarinoStephen Chi-Yung NgHaiwu PanSurangkhana RukdeeRoberto SoriaHui SunPak-Hin Thomas TamAishwarya Linesh ThakurHui TianEleonora TrojaWei WangXiangyu WangYanan WangJunjie WeiSixiang WenJianfeng WuTing WuDi XiaoDong XuRenxin XuYanjun XuYu XuHaonan YangBei YouHeng YuYunwei YuBinbin ZhangChen ZhangGuobao ZhangLiang ZhangWenda ZhangYu ZhangPing ZhouZecheng Zou,2025,https://link.springer.com/article/10.1007/s11433-024-2600-3,Article
FEX – A Feature Extractor for Real-Time IDS,Information Security,,,,10.1007/978-3-030-91356-4_12,Andreas SchaadDominik Binder,2021,https://link.springer.com/chapter/10.1007/978-3-030-91356-4_12,Conference paper
QOPS: a compiler framework for quantum circuit simulation acceleration with profile-guided optimizations,The Journal of Supercomputing,,,,10.1007/s11227-025-07157-2,Yu-Tsung WuPo-Hsuan HuangKai-Chieh ChangChia-Heng TuShih-Hao Hung,2025,https://link.springer.com/article/10.1007/s11227-025-07157-2,Article
Developing “Zero Waste Model” for Solid Waste Management to Shift the Paradigm Toward Sustainability,Handbook of Solid Waste Management,,,,10.1007/978-981-15-7525-9_20-1,Sudipti AroraJasmine SethiJayana RajvanshiDevanshi SutariaSonika Saxena,2021,https://link.springer.com/rwe/10.1007/978-981-15-7525-9_20-1,Living reference work entry
Toolchain for faster iterations in quantum software development,Computing,,,,10.1007/s00607-025-01450-x,Otso KinanenAndrés D. Muñoz-MollerVlad StirbuJuan M. MurilloTommi Mikkonen,2025,https://link.springer.com/article/10.1007/s00607-025-01450-x,Article
Dynamic thermalization on noisy quantum hardware,Communications Physics,,,,10.1038/s42005-025-02011-6,Hugo PerrinThibault ScoquartAndrei I. PavlovNikolay V. Gnezdilov,2025,https://link.springer.com/article/10.1038/s42005-025-02011-6,Article
River Flow Monitoring and Data Quality for Equitable Nile Water Sharing,Nile and Grand Ethiopian Renaissance Dam,,,,10.1007/978-3-030-76437-1_16,Wossenu AbtewSemu A. MogesMenberu MelesMuluneh Imru,2021,https://link.springer.com/chapter/10.1007/978-3-030-76437-1_16,Chapter
Optimal training of finitely sampled quantum reservoir computers for forecasting of chaotic dynamics,Quantum Machine Intelligence,,,,10.1007/s42484-025-00261-9,Osama AhmedFelix TennieLuca Magri,2025,https://link.springer.com/article/10.1007/s42484-025-00261-9,Article
Cyclic Remote State Preparation,International Journal of Theoretical Physics,,,,10.1007/s10773-021-04782-4,Peng Jia-yinLei Hong-xuan,2021,https://link.springer.com/article/10.1007/s10773-021-04782-4,Article
Inqasm: InQuIR compiler to NetQASM,The Journal of Supercomputing,,,,10.1007/s11227-025-06955-y,Jorge Vázquez-PérezF. Javier CardamaCésar PiñeiroJuan C. PichelTomás F. PenaAndrés Gómez,2025,https://link.springer.com/article/10.1007/s11227-025-06955-y,Article
Physical synthesis of quantum circuits using Q-learning,Quantum Information Processing,,,,10.1007/s11128-025-04648-2,Dengli BuZhiyan BinJing Sun,2025,https://link.springer.com/article/10.1007/s11128-025-04648-2,Article
Qualitative Analysis: Collocations and Contextual Reading,The Future of Work in the United States,,,,10.1007/978-3-030-82307-8_6,Natalie Rauscher,2021,https://link.springer.com/chapter/10.1007/978-3-030-82307-8_6,Chapter
Benchmarking quantum computers,Nature Reviews Physics,,,,10.1038/s42254-024-00796-z,Timothy ProctorKevin YoungAndrew D. BaczewskiRobin Blume-Kohout,2025,https://link.springer.com/article/10.1038/s42254-024-00796-z,Article
Galvanizing Residue and Electrical Arc Furnace (EAF) Dust,Recycling Technologies for Secondary Zn-Pb Resources,,,,10.1007/978-3-031-14685-5_4,Muammer Kaya,2023,https://link.springer.com/chapter/10.1007/978-3-031-14685-5_4,Chapter
Towards a recipe for language decomposition: quality assessment of language product lines,Empirical Software Engineering,,,,10.1007/s10664-021-10074-6,Walter CazzolaLuca Favalli,2022,https://link.springer.com/article/10.1007/s10664-021-10074-6,Article
A Proposal for&#xa0;an&#xa0;Adaptive Compiler Architecture and&#xa0;Design for&#xa0;Precision and&#xa0;Scale Aware Compilation Using Data-Oriented Design,Universal Access in Human-Computer Interaction,,,,10.1007/978-3-031-93848-1_13,Zintis EricsArnis Cirulis,2025,https://link.springer.com/chapter/10.1007/978-3-031-93848-1_13,Conference paper
Quantum Neural Networks (QNNs),Quantum Computing and Quantum Machine Learning for Engineers and Developers,,,,10.1007/978-3-031-98245-3_9,Jesse Van Griensven ThéRoydon Andrew FraserJose Rosas-Bustos,2025,https://link.springer.com/chapter/10.1007/978-3-031-98245-3_9,Chapter
Introduction to Quantum AI,Quantum Computing and Quantum Machine Learning for Engineers and Developers,,,,10.1007/978-3-031-98245-3_8,Jesse Van Griensven ThéRoydon Andrew FraserJose Rosas-Bustos,2025,https://link.springer.com/chapter/10.1007/978-3-031-98245-3_8,Chapter
NordIQuEst: The&#xa0;Nordic–Estonian Quantum Computing e–Infrastructure Quest,Nordic e-Infrastructure Tomorrow,,,,10.1007/978-3-031-86240-3_8,Costantino CarugnoJake MuffMikael P. JohanssonSven KarlssonAlberto Lanzanova,2025,https://link.springer.com/chapter/10.1007/978-3-031-86240-3_8,Conference paper
Vector Data and AI Innovations,Oracle 23AI & ADBS in Action,,,,10.1007/979-8-8688-2068-7_6,Asim Chowdhury,2025,https://link.springer.com/chapter/10.1007/979-8-8688-2068-7_6,Chapter
Dead Gate Elimination,Computational Science – ICCS 2025,,,,10.1007/978-3-031-97632-2_10,Yanbin ChenChristian B. MendlHelmut Seidl,2025,https://link.springer.com/chapter/10.1007/978-3-031-97632-2_10,Conference paper
Analysis of Quantum Phase Estimation Algorithm Using Quantum Fourier Transform,Proceedings of the International Conference on Sensors and Microsystems,,,,10.1007/978-981-96-3644-0_21,Priyanka SharmaRukhsar ZafarAmit Kumar Sharma,2025,https://link.springer.com/chapter/10.1007/978-981-96-3644-0_21,Conference paper
MOLA: A Runtime Verification Engine Factory by&#xa0;(Meta-)interpreting Embedded DSLs,Practical Aspects of Declarative Languages,,,,10.1007/978-3-031-84924-4_4,Felipe GorostiagaMartin CeresaCésar Sánchez,2025,https://link.springer.com/chapter/10.1007/978-3-031-84924-4_4,Conference paper
The Isolette System: Illustrating End-to-End Artifacts for Rigorous Model-Based Engineering,"The Combined Power of Research, Education, and Dissemination",,,,10.1007/978-3-031-73887-6_9,John HatcliffJason Belt,2025,https://link.springer.com/chapter/10.1007/978-3-031-73887-6_9,Chapter
Customizable HMI Design Systems Using Parent-Child Architecture for Cross-Platform Integration,Human-Computer Interaction,,,,10.1007/978-3-031-93835-1_17,Matvei BryksinLev MalyiAnton Koshkin,2025,https://link.springer.com/chapter/10.1007/978-3-031-93835-1_17,Conference paper
Software Flow for&#xa0;Quantum Computing,Computational Technologies and Electronics,,,,10.1007/978-3-031-81981-0_18,Debjyoti BhattacharjeeAmit SahaJunde LiKoustubh PhalakAvimita ChatterjeeJeremie PopeSwaroop GhoshAnupam Chattopadhyay,2025,https://link.springer.com/chapter/10.1007/978-3-031-81981-0_18,Conference paper
Django: Using Databases,Modern Django Web Development,,,,10.1007/979-8-8688-1472-3_5,Malhar Lathkar,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1472-3_5,Chapter
Qiskit and Introduction to Qiskit Metal,Superconducting Qubit Design Using Qiskit Metal,,,,10.1007/979-8-8688-1504-1_3,Subhojit HalderKinjal A. ChauhanMuhamad Bagher BarfarSrinjoy GangulyShalini Devendrababu,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1504-1_3,Chapter
A Template Course for&#xa0;Teaching the&#xa0;Development of&#xa0;Interactive Systems to&#xa0;Students of&#xa0;Human-Computer Interaction,HCI International 2024 – Late Breaking Papers,,,,10.1007/978-3-031-76803-3_12,Toni SchumacherMaged MortagaAndré Calero Valdez,2025,https://link.springer.com/chapter/10.1007/978-3-031-76803-3_12,Conference paper
Impact of&#xa0;Noise and&#xa0;Hardware Connectivity on&#xa0;Grover’s Quantum Search Algorithm in&#xa0;NISQ Devices,Intelligent Human Computer Interaction,,,,10.1007/978-3-031-88881-6_4,Mohit JoshiManoj Kumar MishraS. Karthikeyan,2025,https://link.springer.com/chapter/10.1007/978-3-031-88881-6_4,Conference paper
BlenderAlchemy: Editing 3D Graphics with&#xa0;Vision-Language Models,Computer Vision – ECCV 2024,,,,10.1007/978-3-031-73024-5_18,Ian HuangGuandao YangLeonidas Guibas,2025,https://link.springer.com/chapter/10.1007/978-3-031-73024-5_18,Conference paper
Quantum Optimization Techniques,Quantum Computing and Quantum Machine Learning for Engineers and Developers,,,,10.1007/978-3-031-98245-3_6,Jesse Van Griensven ThéRoydon Andrew FraserJose Rosas-Bustos,2025,https://link.springer.com/chapter/10.1007/978-3-031-98245-3_6,Chapter
Blazor WebAssembly: Full-Stack Web Development,Mastering ASP.NET Core 10,,,,10.1007/979-8-8688-1892-9_20,Mabrouk Mahdhi,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1892-9_20,Chapter
Heart Failure Risk Assessment with Quantum-Inspired Support Vector Classification: An Empirical Study,Proceedings of the International Health Informatics Conference,,,,10.1007/978-981-97-7190-5_5,Sheral WaskarSanthosh RaminediS. Shridevi,2025,https://link.springer.com/chapter/10.1007/978-981-97-7190-5_5,Conference paper
From Problem to&#xa0;Solution: A General Pipeline to&#xa0;Solve Optimisation Problems on&#xa0;Quantum Hardware,Advances in Information and Communication,,,,10.1007/978-3-031-84460-7_2,Tobias RoheSimon GrätzMichael KölleSebastian ZielinskiJonas SteinClaudia Linnhoff-Popien,2025,https://link.springer.com/chapter/10.1007/978-3-031-84460-7_2,Conference paper
Synergizing quantum techniques with machine learning for advancing drug discovery challenge,Scientific Reports,,,,10.1038/s41598-024-82576-4,Zhiding LiangZichang HeYue SunDylan HermanQingyue JiaoYanzhang ZhuWeiwen JiangXiaowei XuDi WuMarco PistoiaYiyu Shi,2024,https://link.springer.com/article/10.1038/s41598-024-82576-4,Article
"Microwave pyrolysis of coal, biomass and plastic waste: a review",Environmental Chemistry Letters,,,,10.1007/s10311-021-01245-4,Aravind SureshAlaguabirami AlagusundaramPonnusamy Senthil KumarDai-Viet Nguyen VoFemina Carolin ChristopherBharkavi BalajiVinatha ViswanathanSibi Sankar,2021,https://link.springer.com/article/10.1007/s10311-021-01245-4,Article
Quantum cache memory: a framework for enhancing DNA analysis through quantum computing,Quantum Information Processing,,,,10.1007/s11128-024-04595-4,Bhattaraprot BhabhatsatamSucha Smanchat,2024,https://link.springer.com/article/10.1007/s11128-024-04595-4,Article
Exploratory Spatial Data Analysis,Handbook of Regional Science,,,,10.1007/978-3-662-60723-7_76,Jürgen Symanzik,2021,https://link.springer.com/rwe/10.1007/978-3-662-60723-7_76,Reference work entry
Native multi-qubit gates in transmon qubits via synchronous driving,Scientific Reports,,,,10.1038/s41598-024-76396-9,Sagar Silva PratapsiDiogo CruzPaulo André,2024,https://link.springer.com/article/10.1038/s41598-024-76396-9,Article
Challenges and opportunities in quantum optimization,Nature Reviews Physics,,,,10.1038/s42254-024-00770-9,Amira AbbasAndris AmbainisBrandon AugustinoAndreas BärtschiHarry BuhrmanCarleton CoffrinGiorgio CortianaVedran DunjkoDaniel J. EggerBruce G. ElmegreenNicola FrancoFilippo FratiniBryce FullerJulien GaconConstantin GonciuleaSander GriblingSwati GuptaStuart HadfieldRaoul HeeseGerhard KircherThomas KleinertThorsten KochGeorgios KorpasSteve LenkJakub MarecekVanio MarkovGuglielmo MazzolaStefano MensaNaeimeh MohseniGiacomo NanniciniCorey O’MearaElena Peña TapiaSebastian PokuttaManuel ProisslPatrick RebentrostEmre SahinBenjamin C. B. SymonsSabine TornowVíctor VallsStefan WoernerMira L. Wolf-BauwensJon YardSheir YarkoniDirk ZechielSergiy ZhukChrista Zoufal,2024,https://link.springer.com/article/10.1038/s42254-024-00770-9,Article
Quantum computing for financial risk measurement,Quantum Information Processing,,,,10.1007/s11128-022-03777-2,Sascha WilkensJoe Moorhouse,2023,https://link.springer.com/article/10.1007/s11128-022-03777-2,Article
Reconstructing “Lost” Vessels: A Methodology for Applying Photogrammetric Techniques to Historical Photographs,Journal of Maritime Archaeology,,,,10.1007/s11457-021-09311-2,Daniel E. Bishop,2021,https://link.springer.com/article/10.1007/s11457-021-09311-2,Article
Quantum anomaly detection in the latent space of proton collision events at the LHC,Communications Physics,,,,10.1038/s42005-024-01811-6,Vasilis BelisKinga Anna WoźniakEma PuljakPanagiotis BarkoutsosGünther DissertoriMichele GrossiMaurizio PieriniFlorentin ReiterIvano TavernelliSofia Vallecorsa,2024,https://link.springer.com/article/10.1038/s42005-024-01811-6,Article
A Flexible Tool for Estimating Applications Performance and Energy Consumption Through Static Analysis,SN Computer Science,,,,10.1007/s42979-020-00405-7,Charalampos MarantosKonstantinos SalapasLazaros PapadopoulosDimitrios Soudris,2021,https://link.springer.com/article/10.1007/s42979-020-00405-7,Article
Reproducibility in automated chemistry laboratories using computer science abstractions,Nature Synthesis,,,,10.1038/s44160-024-00649-8,Richard B. CantyMilad Abolhasani,2024,https://link.springer.com/article/10.1038/s44160-024-00649-8,Article
On-chain zero-knowledge machine learning: An overview and comparison,Journal of King Saud University Computer and Information Sciences,,,,10.1016/j.jksuci.2024.102207,Vid KeršičSašo KarakatičMuhamed Turkanović,2024,https://link.springer.com/article/10.1016/j.jksuci.2024.102207,Article
Rethinking Answer Set Programming Templates,Practical Aspects of Declarative Languages,,,,10.1007/978-3-031-52038-9_6,Mario AlvianoGiovambattista IanniFrancesco PacenzaJessica Zangari,2023,https://link.springer.com/chapter/10.1007/978-3-031-52038-9_6,Conference paper
Accelerating Scientific Applications with the Quantum Edge: A Drug Design Use Case,High Performance Computing,,,,10.1007/978-3-031-40843-4_11,Vincenzo De MaioIvona Brandic,2023,https://link.springer.com/chapter/10.1007/978-3-031-40843-4_11,Conference paper
Linked Data Objects (LDO): A TypeScript-Enabled RDF Devtool,The Semantic Web – ISWC 2023,,,,10.1007/978-3-031-47243-5_13,Jackson Morgan,2023,https://link.springer.com/chapter/10.1007/978-3-031-47243-5_13,Conference paper
"Waiter and&#xa0;AUTRATAC: Don’t Throw It Away, Just Delay!",Web Engineering,,,,10.1007/978-3-031-34444-2_20,Lucas VogelThomas Springer,2023,https://link.springer.com/chapter/10.1007/978-3-031-34444-2_20,Conference paper
Dual: SAPUI5 and OpenUI5,SAP UI Frameworks for Enterprise Developers,,,,10.1007/978-1-4842-9535-9_2,Marius ObertVolker Buzek,2023,https://link.springer.com/chapter/10.1007/978-1-4842-9535-9_2,Chapter
Build,Modern TypeScript,,,,10.1007/978-1-4842-9723-0_8,Ben Beattie-Hood,2023,https://link.springer.com/chapter/10.1007/978-1-4842-9723-0_8,Chapter
Applications,Building Enterprise IoT Solutions with Eclipse IoT Technologies,,,,10.1007/978-1-4842-8882-5_12,Frédéric Desbiens,2023,https://link.springer.com/chapter/10.1007/978-1-4842-8882-5_12,Chapter
QuantumShare: Towards an&#xa0;Ontology for&#xa0;Bridging the&#xa0;Quantum Divide,Conceptual Modeling,,,,10.1007/978-3-031-47262-6_22,Julian MartensIndika KumaraGeert MonsieurWillem-Jan Van Den HeuvelDamian Andrew Tamburri,2023,https://link.springer.com/chapter/10.1007/978-3-031-47262-6_22,Conference paper
STAMP-Rust: Language and&#xa0;Performance Comparison to&#xa0;C on&#xa0;Transactional Benchmarks,"Benchmarking, Measuring, and Optimizing",,,,10.1007/978-3-031-31180-2_10,Felix SuchertJeronimo Castrillon,2023,https://link.springer.com/chapter/10.1007/978-3-031-31180-2_10,Conference paper
The digital revolution of Earth-system science,Nature Computational Science,,,,10.1038/s43588-021-00023-0,Peter BauerPeter D. DuebenTorsten HoeflerTiago QuintinoThomas C. SchulthessNils P. Wedi,2021,https://link.springer.com/article/10.1038/s43588-021-00023-0,Article
Programming languages ranking based on energy measurements,Software Quality Journal,,,,10.1007/s11219-024-09690-4,Alberto GordilloCoral CaleroMª Ángeles MoragaFélix GarcíaJoão Paulo FernandesRui AbreuJoão Saraiva,2024,https://link.springer.com/article/10.1007/s11219-024-09690-4,Article
Synergy between noisy quantum computers and scalable classical deep learning for quantum error mitigation,EPJ Quantum Technology,,,,10.1140/epjqt/s40507-024-00256-8,Simone CantoriAndrea MariDavid VitaliSebastiano Pilati,2024,https://link.springer.com/article/10.1140/epjqt/s40507-024-00256-8,Article
Earth’s Water Distribution,Clean Water and Sanitation,,,,10.1007/978-3-319-70061-8_103-1,Tarasova OksanaGulevets Dmytro,2021,https://link.springer.com/rwe/10.1007/978-3-319-70061-8_103-1,Living reference work entry
Hardware efficient decomposition of the Laplace operator and its application to the Helmholtz and the Poisson equation on quantum computer,Quantum Information Processing,,,,10.1007/s11128-024-04458-y,Jaehyun BaeGwangsu YooSatoshi NakamuraShota OhnishiDae Sin Kim,2024,https://link.springer.com/article/10.1007/s11128-024-04458-y,Article
"Development of a multi-technology, template-based quantum circuits compilation toolchain",Quantum Information Processing,,,,10.1007/s11128-022-03649-9,Manfredi AvitabileGiovanni Amedeo CirilloMario SimoniGiovanna TurvaniMariagrazia Graziano,2022,https://link.springer.com/article/10.1007/s11128-022-03649-9,Article
Collider events on a quantum computer,Journal of High Energy Physics,,,,10.1007/JHEP11(2022)035,Gösta GustafsonStefan PrestelMichael SpannowskySimon Williams,2022,https://link.springer.com/article/10.1007/JHEP11(2022)035,Article
Agile model-driven re-engineering,Innovations in Systems and Software Engineering,,,,10.1007/s11334-024-00568-z,Kevin LanoHoward HaughtonZiwen YuanHessa Alfraihi,2024,https://link.springer.com/article/10.1007/s11334-024-00568-z,Article
A recurrent network model of planning explains hippocampal replay and human behavior,Nature Neuroscience,,,,10.1038/s41593-024-01675-7,Kristopher T. JensenGuillaume HennequinMarcelo G. Mattar,2024,https://link.springer.com/article/10.1038/s41593-024-01675-7,Article
Seed Biology and Seed Orchard Dynamics in Teak,The Teak Genome,,,,10.1007/978-3-030-79311-1_9,Anadalakshmi RavichandRajesh P. Gunaga,2021,https://link.springer.com/chapter/10.1007/978-3-030-79311-1_9,Chapter
Many-Particle Interference Hierarchy of&#xa0;Mutually Incoherent Sources,Testing Quantum Theory with Higher-Order Interference in Many-Particle Correlations,,,,10.1007/978-3-031-04454-0_7,Marc-Oliver Pleinert,2022,https://link.springer.com/chapter/10.1007/978-3-031-04454-0_7,Chapter
Quantum computation of frequency-domain molecular response properties using a three-qubit iToffoli gate,npj Quantum Information,,,,10.1038/s41534-024-00850-9,Shi-Ning SunBrian MarinelliJin Ming KohYosep KimLong B. NguyenLarry ChenJohn Mark KreikebaumDavid I. SantiagoIrfan SiddiqiAustin J. Minnich,2024,https://link.springer.com/article/10.1038/s41534-024-00850-9,Article
A Tour of .NET 6,Introducing .NET 6,,,,10.1007/978-1-4842-7319-7_1,Nico Vermeir,2022,https://link.springer.com/chapter/10.1007/978-1-4842-7319-7_1,Chapter
Role of Membranes in Wastewater Treatment,Water Pollution and Remediation: Photocatalysis,,,,10.1007/978-3-030-54723-3_8,Ashish KapoorSivasamy BalasubramanianEdward KavithaElangovan PoonguzhaliSivaraman Prabhakar,2021,https://link.springer.com/chapter/10.1007/978-3-030-54723-3_8,Chapter
Quantum circuit synthesis with diffusion models,Nature Machine Intelligence,,,,10.1038/s42256-024-00831-9,Florian FürrutterGorka Muñoz-GilHans J. Briegel,2024,https://link.springer.com/article/10.1038/s42256-024-00831-9,Article
Deep quantum circuit simulations of low-energy nuclear states,The European Physical Journal A,,,,10.1140/epja/s10050-024-01286-7,Ang LiAlessandro BaroniIonel StetcuTravis S. Humble,2024,https://link.springer.com/article/10.1140/epja/s10050-024-01286-7,Article
